User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Member_since,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Risk
10682,male,26,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1675,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10684,male,48,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1256,27.9.2012,0,1:01:00,0,0,0,unknown_risk
10687,male,28,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1670,27.9.2012,0,0:00:00,1,0,0,unknown_risk
10689,male,49,C,Non_Verified,Heterosexual,Switch,Nobody,0,1622,27.9.2012,0,0:04:00,0,0,0,unknown_risk
10690,female,29,E,Non_Verified,bicurious,Switch,Men_and_Women,0,1675,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10691,male,49,G,Non_Verified,bisexual,Dominant,Nobody,0,1606,27.9.2012,0,0:04:00,0,0,0,unknown_risk
10692,male,37,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1632,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10693,male,42,A,Non_Verified,Heterosexual,Dominant,Women,0,1485,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10697,male,38,H,Non_Verified,Heterosexual,Dominant,Nobody,0,1675,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10698,male,31,C,Non_Verified,bisexual,Switch,Men,15,1277,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10699,female,37,B,Non_Verified,Heterosexual,Submisive,Nobody,0,1671,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10700,male,43,A,Non_Verified,Heterosexual,Dominant,Women,0,1109,27.9.2012,0,0:01:00,0,0,0,unknown_risk
10701,male,38,O,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,8,27.9.2012,0,1:48:00,1,0,0,unknown_risk
10702,male,51,B,Non_Verified,Heterosexual,Switch,Nobody,0,232,27.9.2012,0,2:31:00,0,0,0,unknown_risk
10703,female,22,H,Non_Verified,Heterosexual,Submisive,Men,0,1674,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10705,male,36,H,Non_Verified,Heterosexual,Dominant,Women,0,1675,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10706,female,29,A,Non_Verified,bisexual,Switch,Nobody,0,1675,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10707,male,31,F,Non_Verified,Heterosexual,Dominant,Nobody,0,1675,27.9.2012,0,0:00:00,0,0,0,unknown_risk
10709,male,36,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1395,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10710,male,46,A,Non_Verified,Heterosexual,Submisive,Women,15,27,28.9.2012,0,0:01:00,1,0,0,unknown_risk
10711,female,37,B,Non_Verified,bisexual,Submisive,Nobody,16,46,28.9.2012,1,0:00:00,1,0,0,unknown_risk
10712,male,26,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1674,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10713,male,29,A,Non_Verified,Heterosexual,Switch,Nobody,0,1674,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10714,female,41,A,Verified,Heterosexual,Submisive,Men_and_Women,166,1,28.9.2012,1,1:31:00,0,1,0,unknown_risk
10715,female,43,F,Non_Verified,Heterosexual,Dominant,Nobody,0,1567,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10716,male,46,A,Non_Verified,Heterosexual,Dominant,Women,0,812,28.9.2012,0,0:01:00,0,0,0,unknown_risk
10718,male,40,G,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,72,3,28.9.2012,69,0:38:00,1,0,3,unknown_risk
1072,male,40,B,Non_Verified,Heterosexual,Dominant,Nobody,15,320,2.6.2010,0,0:00:00,0,0,0,unknown_risk
10721,male,61,L,Non_Verified,Heterosexual,Dominant,Men_and_Women,0,718,28.9.2012,0,0:00:00,1,0,0,unknown_risk
10723,male,34,B,Non_Verified,bisexual,Submisive,Nobody,0,661,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10724,male,38,L,Non_Verified,Heterosexual,Submisive,Nobody,15,1284,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10725,male,38,A,Non_Verified,bicurious,Switch,Nobody,0,1633,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10726,male,35,A,Non_Verified,bisexual,Submisive,Men_and_Women,50,1336,28.9.2012,0,0:01:00,1,0,14,unknown_risk
10727,male,40,B,Non_Verified,Heterosexual,Dominant,Women,-10,1283,28.9.2012,0,0:03:00,0,0,0,unknown_risk
10728,female,24,S,Non_Verified,bicurious,Switch,Nobody,0,1674,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10729,male,48,B,Non_Verified,Heterosexual,Dominant,Nobody,0,1605,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10731,male,38,A,Non_Verified,Heterosexual,Submisive,Nobody,15,1643,28.9.2012,0,0:00:00,1,0,0,unknown_risk
10733,male,39,J,Non_Verified,Heterosexual,Switch,Nobody,0,1317,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10734,male,31,H,Non_Verified,Heterosexual,Switch,Nobody,0,1672,28.9.2012,0,0:00:00,0,0,0,unknown_risk
10741,male,30,G,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,2,1,28.9.2012,3,0:00:00,0,1,0,unknown_risk
10744,female,41,A,Non_Verified,bicurious,Switch,Nobody,15,1673,28.9.2012,1,0:49:00,0,0,0,unknown_risk
10745,male,26,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1673,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10746,male,40,F,Non_Verified,Homosexual,Submisive,Nobody,0,120,29.9.2012,0,5:27:00,0,0,0,unknown_risk
10748,male,49,F,Non_Verified,Heterosexual,Dominant,Nobody,0,1673,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10750,male,37,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1651,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10751,male,45,B,Non_Verified,Heterosexual,Dominant,Nobody,0,472,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10753,male,36,J,Non_Verified,bisexual,Switch,Men_and_Women,15,5,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10754,male,36,A,Non_Verified,bicurious,Switch,Nobody_but_maybe,131,7,29.9.2012,1,0:00:00,0,0,0,unknown_risk
10755,male,26,A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,16,5,29.9.2012,1,0:11:00,0,0,0,unknown_risk
10757,female,46,M,Non_Verified,bisexual,Submisive,Nobody,0,1107,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10759,male,29,H,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,16,87,29.9.2012,1,0:56:00,0,0,0,unknown_risk
10760,male,47,A,Non_Verified,Homosexual,Submisive,Men,50,82,29.9.2012,2,2:58:00,0,0,0,unknown_risk
10761,female,38,E,Non_Verified,Heterosexual,Submisive,Nobody,0,2,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10762,male,45,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1390,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10763,male,47,A,Non_Verified,Heterosexual,Dominant,Nobody,36,6,29.9.2012,90,0:00:00,4,0,0,unknown_risk
10764,male,23,G,Non_Verified,Heterosexual,Switch,Nobody,0,1603,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10765,male,40,L,Non_Verified,bisexual,Switch,Nobody,0,1673,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10767,male,40,L,Non_Verified,Heterosexual,Submisive,Nobody,0,1535,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10769,male,37,A,Non_Verified,Heterosexual,Switch,Nobody,0,1651,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10770,male,27,A,Non_Verified,Heterosexual,Switch,Nobody,0,1362,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10771,female,26,H,Non_Verified,bisexual,Dominant,Women,15,867,29.9.2012,0,1:52:00,0,0,3,unknown_risk
10772,male,39,K,Non_Verified,Heterosexual,Switch,Women,0,1668,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10773,male,46,C,Non_Verified,Heterosexual,Switch,Nobody,0,1665,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10775,male,39,O,Non_Verified,Heterosexual,Dominant,Women,0,1228,29.9.2012,0,0:00:00,0,0,0,unknown_risk
10779,male,29,D,Non_Verified,bicurious,Submisive,Nobody,0,1672,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10783,male,58,G,Non_Verified,bisexual,Submisive,Men_and_Women,10,1665,30.9.2012,0,0:00:00,0,0,4,unknown_risk
10785,male,35,J,Non_Verified,Heterosexual,Submisive,Women,15,5,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10786,male,46,O,Non_Verified,bisexual,Submisive,Men_and_Women,-70,432,30.9.2012,1,0:02:00,1,0,0,unknown_risk
10787,male,65,L,Non_Verified,Heterosexual,Dominant,Nobody,0,1672,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10788,male,43,G,Non_Verified,Heterosexual,Switch,Nobody,0,1672,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10789,female,25,A,Verified,bisexual,Switch,Men_and_Women,145,1014,30.9.2012,0,0:02:00,0,0,1,unknown_risk
10790,male,26,L,Non_Verified,Heterosexual,Switch,Nobody,0,12,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10794,male,43,A,Non_Verified,Heterosexual,Dominant,Women,15,13,30.9.2012,0,0:00:00,1,0,0,unknown_risk
10795,male,35,H,Non_Verified,Heterosexual,Dominant,Nobody,0,1625,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10797,male,31,F,Non_Verified,Heterosexual,Dominant,Nobody,0,1078,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10799,male,42,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1648,30.9.2012,0,1:21:00,0,0,0,unknown_risk
10800,male,53,G,Non_Verified,bisexual,Dominant,Nobody,5,1671,30.9.2012,0,0:00:00,0,0,1,unknown_risk
10801,male,25,H,Non_Verified,Heterosexual,Switch,Women,15,87,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10802,male,29,H,Non_Verified,Heterosexual,Switch,Women,35,399,30.9.2012,0,0:07:00,0,0,2,unknown_risk
10806,male,63,C,Non_Verified,Heterosexual,Submisive,Nobody,0,1672,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10807,female,32,N,Non_Verified,Heterosexual,Submisive,Nobody,15,1642,30.9.2012,0,0:00:00,0,0,0,unknown_risk
1081,female,31,E,Non_Verified,Heterosexual,Switch,Men,0,1600,4.6.2010,0,0:00:00,1,0,0,unknown_risk
10810,male,51,A,Non_Verified,Heterosexual,Dominant,Men_and_Women,15,1532,30.9.2012,0,0:00:00,1,0,0,unknown_risk
10811,male,31,A,Non_Verified,Heterosexual,Switch,Nobody,0,1672,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10812,male,31,A,Non_Verified,Heterosexual,Switch,Nobody,0,1672,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10813,male,34,G,Non_Verified,Heterosexual,Dominant,Nobody,0,1672,30.9.2012,0,0:00:00,0,0,0,unknown_risk
10814,male,36,L,Non_Verified,bisexual,Switch,Nobody,15,959,30.9.2012,0,0:01:00,0,0,0,unknown_risk
10817,male,38,A,Non_Verified,Heterosexual,Switch,Women,0,64,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10820,male,39,A,Non_Verified,Heterosexual,Submisive,Women,0,1609,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10821,male,43,D,Non_Verified,Heterosexual,Submisive,Nobody,0,1671,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10822,male,45,M,Non_Verified,Heterosexual,Switch,Women,15,3,1.10.2012,0,0:09:00,1,0,0,unknown_risk
10823,male,43,A,Non_Verified,Heterosexual,Submisive,Women,3,28,1.10.2012,3,0:02:00,4,0,0,unknown_risk
10824,male,42,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1671,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10826,male,36,B,Non_Verified,bisexual,Switch,Nobody,0,1671,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10828,male,32,A,Non_Verified,Heterosexual,Dominant,Nobody,15,1266,1.10.2012,0,3:04:00,0,0,0,unknown_risk
10834,male,38,A,Non_Verified,Heterosexual,Dominant,Women,30,3,1.10.2012,0,19:19:00,0,0,0,unknown_risk
10835,male,46,A,Non_Verified,Heterosexual,Switch,Nobody,0,180,1.10.2012,0,0:00:00,1,0,0,unknown_risk
10837,male,43,B,Non_Verified,Heterosexual,Dominant,Nobody,0,7,1.10.2012,0,4:45:00,1,0,0,unknown_risk
10839,female,38,J,Non_Verified,Heterosexual,Submisive,Nobody,0,1660,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10843,male,50,A,Non_Verified,Heterosexual,Switch,Women,4,3,1.10.2012,16,0:44:00,1,0,0,unknown_risk
10844,male,34,B,Non_Verified,Heterosexual,Switch,Nobody,0,574,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10845,male,47,N,Non_Verified,Heterosexual,Dominant,Nobody,0,1661,1.10.2012,0,0:03:00,0,0,0,unknown_risk
10847,male,44,L,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,0,4,1.10.2012,0,0:43:00,0,0,0,unknown_risk
10848,female,29,A,Non_Verified,bicurious,Submisive,Nobody,0,1671,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10849,male,31,A,Non_Verified,Homosexual,Submisive,Men,0,1667,1.10.2012,0,0:14:00,1,0,0,unknown_risk
1085,male,51,L,Non_Verified,Heterosexual,Dominant,Women,15,1,6.6.2010,0,0:00:00,0,0,0,unknown_risk
10850,male,41,D,Non_Verified,bicurious,Submisive,Nobody,0,18,1.10.2012,0,2:15:00,0,0,0,unknown_risk
10852,male,41,A,Non_Verified,Heterosexual,Switch,Nobody,0,1671,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10853,male,32,O,Non_Verified,Heterosexual,Submisive,Nobody,0,1671,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10855,male,31,B,Non_Verified,bisexual,Submisive,Women,15,731,1.10.2012,1,0:00:00,1,0,0,unknown_risk
10856,male,32,A,Non_Verified,bicurious,Submisive,Nobody_but_maybe,257,5,1.10.2012,362,321:18:00,1,0,9,unknown_risk
10857,female,37,A,Non_Verified,bisexual,Dominant,Nobody,0,1671,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10858,male,56,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1671,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10859,male,36,A,Non_Verified,Heterosexual,Switch,Nobody,0,1671,1.10.2012,0,0:00:00,0,0,0,unknown_risk
10860,male,41,A,Non_Verified,Heterosexual,Dominant,Nobody,0,814,1.10.2012,0,2:52:00,0,0,0,unknown_risk
10861,male,25,J,Verified,bisexual,Switch,Men_and_Women,228,4,2.10.2012,69,6:17:00,0,0,5,unknown_risk
10862,male,44,G,Non_Verified,bicurious,Switch,Men_and_Women,0,1342,2.10.2012,0,0:15:00,0,0,0,unknown_risk
10864,female,31,H,Non_Verified,bisexual,Switch,Women,49,187,2.10.2012,25,1:43:00,1,0,2,unknown_risk
10865,female,51,L,Non_Verified,Heterosexual,Dominant,Nobody,0,1664,2.10.2012,0,2:05:00,0,0,0,unknown_risk
10866,male,45,F,Non_Verified,bicurious,Switch,Nobody,0,1668,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10867,male,27,A,Non_Verified,Heterosexual,Switch,Women,0,10,2.10.2012,0,0:42:00,0,0,0,unknown_risk
10868,male,40,S,Non_Verified,Heterosexual,Dominant,Nobody,0,19,2.10.2012,0,0:02:00,0,0,0,unknown_risk
10869,male,37,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1670,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10870,male,28,H,Non_Verified,Heterosexual,Switch,Women,0,729,2.10.2012,0,0:00:00,1,0,0,unknown_risk
10871,female,34,K,Non_Verified,bisexual,Submisive,Nobody,0,1670,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10874,male,43,A,Non_Verified,Heterosexual,Dominant,Women,130,404,2.10.2012,0,0:13:00,0,0,0,unknown_risk
10875,male,57,A,Non_Verified,Heterosexual,Dominant,Nobody,15,1648,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10876,male,42,G,Non_Verified,bicurious,Submisive,Nobody,0,1670,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10877,male,44,L,Non_Verified,Heterosexual,Switch,Nobody,0,1670,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10878,female,24,J,Non_Verified,bisexual,Submisive,Nobody,15,1668,2.10.2012,0,0:00:00,0,0,0,unknown_risk
1088,male,35,E,Non_Verified,Heterosexual,Submisive,Nobody,20,154,6.6.2010,0,0:00:00,0,0,1,unknown_risk
10880,male,50,G,Non_Verified,Heterosexual,Dominant,Nobody,0,1483,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10881,female,34,G,Non_Verified,bicurious,Submisive,Nobody,0,1614,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10882,female,41,A,Non_Verified,bicurious,Dominant,Men,0,5,2.10.2012,0,2:19:00,2,0,0,unknown_risk
10884,male,23,A,Non_Verified,Heterosexual,Submisive,Women,0,1670,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10885,male,43,C,Non_Verified,bisexual,Submisive,Men,15,1140,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10886,male,39,A,Non_Verified,Homosexual,Dominant,Nobody,0,391,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10887,male,31,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1670,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10889,male,27,B,Non_Verified,Heterosexual,Dominant,Nobody,0,110,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10890,male,39,A,Non_Verified,bisexual,Submisive,Nobody,0,893,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10891,male,54,L,Non_Verified,bisexual,Submisive,Nobody,0,1670,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10893,male,29,B,Non_Verified,Homosexual,Submisive,Nobody,0,1628,2.10.2012,0,0:00:00,0,0,0,unknown_risk
10894,male,30,C,Non_Verified,Heterosexual,Submisive,Nobody,0,1669,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10896,male,37,K,Non_Verified,bisexual,Dominant,Men,0,1601,3.10.2012,0,0:00:00,1,0,0,unknown_risk
10898,male,40,O,Non_Verified,Heterosexual,Switch,Nobody,0,1669,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10899,male,51,M,Non_Verified,bisexual,Dominant,Nobody,15,815,3.10.2012,0,0:00:00,0,0,0,unknown_risk
1090,male,42,F,Non_Verified,Heterosexual,Submisive,Women,15,14,7.6.2010,0,1:29:00,0,0,0,unknown_risk
10900,male,45,G,Non_Verified,Heterosexual,Submisive,Nobody,0,971,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10902,male,31,F,Non_Verified,Heterosexual,Dominant,Nobody,15,329,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10903,male,45,A,Non_Verified,bisexual,Submisive,Nobody,0,1669,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10904,male,33,H,Non_Verified,bicurious,Switch,Men_and_Women,0,1646,3.10.2012,0,0:05:00,0,0,0,unknown_risk
10905,male,27,N,Non_Verified,Heterosexual,Switch,Women,0,6,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10906,male,44,L,Non_Verified,Heterosexual,Dominant,Nobody,0,1595,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10907,male,41,A,Non_Verified,Homosexual,Switch,Men,15,1275,3.10.2012,0,0:08:00,0,0,0,unknown_risk
10912,male,38,J,Non_Verified,Heterosexual,Switch,Women,0,1461,3.10.2012,0,0:36:00,0,0,0,unknown_risk
10916,male,41,A,Non_Verified,Heterosexual,Dominant,Nobody,0,42,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10918,female,24,A,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,4,1,3.10.2012,4,24:26:00,0,0,0,unknown_risk
10919,male,39,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1543,3.10.2012,0,0:00:00,0,0,0,unknown_risk
1092,male,41,H,Non_Verified,Heterosexual,Submisive,Nobody,15,1,7.6.2010,0,0:04:00,0,0,0,unknown_risk
10920,male,47,E,Non_Verified,Heterosexual,Switch,Women,0,108,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10924,male,27,B,Non_Verified,bicurious,Submisive,Nobody,0,235,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10927,male,24,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1632,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10928,male,37,M,Non_Verified,Heterosexual,Dominant,Nobody,0,192,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10935,male,39,D,Non_Verified,Homosexual,Submisive,Nobody,0,1642,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10937,female,37,A,Non_Verified,bicurious,Dominant,Nobody,0,1669,3.10.2012,0,0:00:00,0,0,0,unknown_risk
10938,female,52,S,Non_Verified,Heterosexual,Submisive,Men,17,130,4.10.2012,4,0:57:00,0,0,0,unknown_risk
10939,male,54,B,Non_Verified,Heterosexual,Dominant,Women,0,1621,4.10.2012,0,0:00:00,0,0,0,unknown_risk
10941,male,44,B,Non_Verified,Heterosexual,Dominant,Nobody,0,1664,4.10.2012,0,0:00:00,1,0,0,unknown_risk
10942,male,51,L,Non_Verified,Heterosexual,Dominant,Women,0,1441,4.10.2012,0,0:00:00,0,0,0,unknown_risk
10943,male,49,O,Non_Verified,bisexual,Dominant,Nobody,0,1668,4.10.2012,0,0:00:00,0,0,0,unknown_risk
10944,male,35,B,Verified,Heterosexual,Dominant,Women,125,8,4.10.2012,0,0:08:00,0,0,5,unknown_risk
10946,female,30,G,Non_Verified,Heterosexual,Submisive,Men_and_Women,0,1668,4.10.2012,0,0:00:00,0,0,0,unknown_risk
10947,male,30,A,Non_Verified,Heterosexual,Switch,Nobody,15,404,4.10.2012,0,0:00:00,0,0,0,unknown_risk
10948,male,28,A,Non_Verified,bisexual,Submisive,Nobody,0,1362,4.10.2012,0,0:00:00,0,0,0,unknown_risk
10949,male,50,B,Non_Verified,Heterosexual,Switch,Nobody,0,1357,4.10.2012,0,0:04:00,0,0,1,unknown_risk
10951,male,31,A,Non_Verified,Homosexual,Submisive,Nobody,0,1668,4.10.2012,0,0:00:00,0,0,0,unknown_risk
10952,male,34,H,Non_Verified,Heterosexual,Dominant,Women,-5,99,4.10.2012,1,0:00:00,0,0,0,unknown_risk
10954,male,27,M,Non_Verified,Homosexual,Submisive,Men,16,5,4.10.2012,1,0:00:00,2,0,0,unknown_risk
10955,male,48,A,Non_Verified,Heterosexual,Switch,Nobody,0,1668,4.10.2012,0,0:00:00,0,0,0,unknown_risk
10958,male,30,K,Non_Verified,bicurious,Dominant,Nobody,0,1634,4.10.2012,0,0:00:00,0,0,0,unknown_risk
10959,male,43,A,Non_Verified,Heterosexual,Switch,Women,0,1624,4.10.2012,0,0:00:00,1,0,0,unknown_risk
10960,female,27,A,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,114,1,4.10.2012,126,96:31:00,1,2,5,unknown_risk
10961,male,34,A,Non_Verified,bicurious,Switch,Nobody,0,476,4.10.2012,0,13:32:00,0,0,0,unknown_risk
10962,male,27,A,Non_Verified,Heterosexual,Dominant,Women,15,4,5.10.2012,0,0:00:00,0,0,0,unknown_risk
10963,male,39,G,Non_Verified,Heterosexual,Dominant,Women,0,84,5.10.2012,0,0:00:00,0,0,0,unknown_risk
10964,male,36,C,Non_Verified,bisexual,Submisive,Nobody,0,1667,5.10.2012,0,0:00:00,0,0,0,unknown_risk
10967,male,32,A,Verified,Heterosexual,Switch,Women,156,3,5.10.2012,22,0:40:00,0,1,1,unknown_risk
10969,male,39,A,Non_Verified,Heterosexual,Dominant,Women,0,1572,5.10.2012,0,0:00:00,0,0,0,unknown_risk
1097,male,42,G,Non_Verified,Heterosexual,Dominant,Nobody,0,6,9.6.2010,0,4:50:00,2,0,0,unknown_risk
10970,male,40,D,Non_Verified,bicurious,Switch,Nobody,0,1667,5.10.2012,0,0:00:00,0,0,0,unknown_risk
10973,male,49,G,Non_Verified,Heterosexual,Submisive,Nobody,0,1660,5.10.2012,0,0:00:00,0,0,0,unknown_risk
10974,male,37,A,Non_Verified,Heterosexual,Submisive,Nobody,15,1577,5.10.2012,0,0:00:00,0,0,0,unknown_risk
10975,male,43,H,Non_Verified,Heterosexual,Dominant,Nobody,0,1667,5.10.2012,0,0:00:00,1,0,0,unknown_risk
10976,male,51,E,Non_Verified,Heterosexual,Switch,Nobody,0,1663,5.10.2012,0,0:00:00,0,0,0,unknown_risk
10978,male,25,A,Non_Verified,Heterosexual,Submisive,Nobody,28,25,5.10.2012,11,3:07:00,0,0,1,unknown_risk
10980,male,28,B,Non_Verified,Heterosexual,Switch,Women,0,14,6.10.2012,0,0:01:00,1,0,0,unknown_risk
10981,male,39,A,Non_Verified,Heterosexual,Dominant,Nobody,0,947,6.10.2012,0,0:00:00,0,0,0,unknown_risk
10982,male,28,B,Non_Verified,Heterosexual,Dominant,Nobody,0,1578,6.10.2012,0,0:00:00,1,0,0,unknown_risk
10985,male,55,A,Non_Verified,Heterosexual,Dominant,Nobody,0,620,6.10.2012,0,0:03:00,0,0,0,unknown_risk
10987,female,25,A,Non_Verified,Heterosexual,Submisive,Nobody,0,1666,6.10.2012,0,0:00:00,0,0,0,unknown_risk
10989,male,40,O,Non_Verified,Heterosexual,Dominant,Women,5,1590,6.10.2012,0,0:00:00,0,0,1,unknown_risk
10991,male,35,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1666,6.10.2012,0,0:00:00,0,0,0,unknown_risk
10994,male,50,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1182,6.10.2012,0,0:00:00,0,0,0,unknown_risk
10996,female,29,A,Non_Verified,bisexual,Switch,Nobody,0,1660,6.10.2012,0,0:00:00,0,0,0,unknown_risk
10997,female,24,A,Non_Verified,bicurious,Submisive,Nobody,0,1155,6.10.2012,0,0:00:00,0,0,0,unknown_risk
10998,male,38,N,Non_Verified,Heterosexual,Submisive,Women,60,46,6.10.2012,0,0:00:00,1,0,2,unknown_risk
1100,male,46,A,Non_Verified,Heterosexual,Dominant,Women,17,1320,10.6.2010,0,0:04:00,0,0,0,unknown_risk
11002,female,27,A,Non_Verified,bisexual,Submisive,Nobody,15,1666,6.10.2012,0,0:05:00,0,0,0,unknown_risk
11004,male,42,A,Non_Verified,Heterosexual,Dominant,Nobody,0,1666,6.10.2012,0,0:00:00,0,0,0,unknown_risk
11005,male,28,B,Non_Verified,bicurious,Submisive,Nobody,0,155,6.10.2012,0,0:00:00,0,0,0,unknown_risk
11009,female,46,A,Non_Verified,Heterosexual,Switch,Nobody,0,1349,6.10.2012,0,0:00:00,0,0,0,unknown_risk
1101,male,73,A,Non_Verified,Heterosexual,Dominant,Nobody,16,335,10.6.2010,0,0:00:00,0,0,0,unknown_risk
11010,male,42,F,Non_Verified,Heterosexual,Dominant,Nobody,0,1666,6.10.2012,0,0:00:00,0,0,0,unknown_risk
11011,male,27,B,Non_Verified,Heterosexual,Dominant,Nobody,15,1630,6.10.2012,0,0:00:00,1,0,0,unknown_risk
